"2201","裕隆","4,319","34","168,441","39.00","39.00","7,756","39.55","1,386",
"2204","中華","1,836","24","123,557","67.30","67.30","11,653","67.50","1,549",
"2206","三陽工業","876","10","24,528","28.00","28.00","4,669","28.15","1,000",
"2207","和泰車","208","9","112,320","540.00","540.00","4,426","544.00","609",
"2208","台船","3,647","25","73,477","20.15","20.15","13,338","20.35","218",
"2211","長榮鋼","1,738","18","88,287","50.80","50.70","4,115","50.80","2,289",
"2227","裕日車","188","5","49,444","263.00","262.00","2,532","263.00","1,052",
"2228","劍麟","0","0","0","--","71.80","2,025","73.00","1,379",
"2231","為升","282","4","53,580","190.00","190.00","3,909","190.50","418",
"2233","宇隆","467","6","47,634","102.00","102.00","2,266","102.50","2,558",
"2236","百達-KY","0","0","0","--","24.40","999","24.50","1,621",
"2239","英利-KY","0","0","0","--","86.20","1,719","87.10","332",
"2241","艾姆勒","3","1","162","54.00","54.00","1,118","56.90","1,998",
"2243","宏旭-KY","0","0","0","--","10.05","1,099","10.20","60",
"2247","汎德永業","60","3","13,800","230.00","227.00","1,854","230.00","655",
"2301","光寶科","4,251","32","261,850","61.60","61.60","8,127","61.70","5,582",
"2302","麗正","78","3","1,297","16.65","16.65","2,857","16.75","808",
"2303","聯電","34,819","269","1,636,493","47.00","47.00","108,306","47.10","15,043",
"2305","全友","1,067","3","8,758","8.21","8.16","2,505","8.21","1,635",
"2308","台達電","2,658","56","713,665","268.50","268.50","19,118","269.50","4,177",
"2312","金寶","2,218","22","29,822","13.45","13.40","11,582","13.45","1,560",
"2313","華通","570","13","19,888","34.90","34.90","10,088","35.05","2",
"2314","台揚","623","6","18,690","30.00","30.00","5,774","30.30","489",
"2316","楠梓電","1,554","15","42,030","27.05","27.05","8,189","27.25","541",
"2317","鴻海","80,851","558","8,489,355","105.00","105.00","137,304","105.50","18,768",
"2321","東訊","1,287","7","9,137","7.10","7.10","6,189","7.19","950",
"2323","中環","7,203","36","71,581","9.94","9.94","5,193","10.00","2,603",
"2324","仁寶","4,364","39","99,489","22.80","22.80","19,931","22.85","3,571",
"2327","國巨","7,875","128","3,488,625","443.00","443.00","16,121","444.00","1,346",
"2328","廣宇","2,545","19","92,503","36.35","36.35","4,775","36.40","2,771",
"2329","華泰","1,573","17","23,508","14.95","14.95","3,147","15.00","1,661",
"2330","台積電","116,726","2,562","65,016,382","557.00","557.00","148,032","558.00","20,439",
"2331","精英","4,112","19","94,576","23.00","22.95","3,242","23.00","4,459",
"2332","友訊","1,120","9","20,493","18.30","18.30","3,557","18.35","2,063",
"2337","旺宏","8,972","73","346,296","38.60","38.60","29,109","38.65","2,312",
"2338","光罩","1,821","33","122,911","67.50","67.50","8,725","68.00","2,983",
"2340","光磊","1,481","10","35,544","24.00","24.00","10,416","24.15","1,043",
"2342","茂矽","1,923","24","56,142","29.20","29.20","9,263","29.45","1,015",
"2344","華邦電","2,727","34","78,388","28.75","28.75","26,655","28.85","2,867",
"2345","智邦","1,757","25","473,504","269.50","269.50","4,211","271.00","1,149",
"2347","聯強","4,782","28","269,221","56.30","56.20","9,897","56.30","5,718",
"2348","海悅","474","7","45,504","96.00","96.00","5,232","96.10","84",
"2349","錸德","4,544","32","42,703","9.40","9.40","13,404","9.60","3,445",
"2351","順德","1,645","13","135,216","82.20","82.20","3,954","83.00","20",
"2352","佳世達","4,678","37","135,883","29.05","29.05","7,312","29.20","2,565",
"2353","宏碁","7,935","59","234,462","29.55","29.50","32,115","29.55","2,983",
"2354","鴻準","3,019","37","184,159","61.00","61.00","15,091","61.20","1,094",
"2355","敬鵬","2,737","15","72,935","26.65","26.60","3,743","26.65","262",
"2356","英業達","3,709","33","92,897","25.05","25.00","15,364","25.05","1,488",
"2357","華碩","7,809","87","2,967,420","380.00","379.50","5,878","380.00","10,733",
"2358","廷鑫","1,014","13","14,038","13.85","13.85","2,418","14.00","1,083",
"2359","所羅門","6","2","97","16.35","16.30","1,835","16.35","2,637",
"2360","致茂","3,023","25","581,924","192.50","189.50","3,114","192.50","22",
"2362","藍天","232","7","6,588","28.40","28.40","2,854","28.50","1,636",
"2363","矽統","7,296","45","136,419","18.70","18.70","11,917","18.85","1,779",
"2364","倫飛","1,549","9","4,939","3.19","3.19","20,751","3.35","2,480",
"2365","昆盈","1,075","9","12,681","11.80","11.80","4,020","11.85","158",
"2367","燿華","1,044","18","20,924","20.05","20.05","7,113","20.10","621",
"2368","金像電","1,516","14","69,736","46.00","46.00","11,974","46.10","89",
"2369","菱生","1,006","10","15,138","15.05","15.05","3,691","15.10","849",
"2371","大同","3,628","26","81,439","22.45","22.45","5,235","22.50","2,140",
"2373","震旦行","239","4","21,413","89.60","89.60","3,048","90.10","2,527",
"2374","佳能","1,756","18","26,340","15.00","14.90","1,551","15.00","2,917",
"2375","凱美","2,437","23","229,078","94.00","94.00","7,156","96.00","1,734",
"2376","技嘉","5,220","48","522,000","100.00","100.00","6,381","100.50","1,729",
"2377","微星","1,289","16","220,419","171.00","171.00","6,380","171.50","1,858",
"2379","瑞昱","881","31","399,974","454.00","453.00","5,199","454.00","2,405",
"2380","虹光","6,128","29","77,510","12.65","12.65","45,013","--","0",
"2382","廣達","4,351","43","393,319","90.40","90.40","11,830","90.80","2,152",
"2383","台光電","440","12","69,080","157.00","156.50","1,883","157.00","2,458",
"2385","群光","610","12","48,675","79.80","79.70","10,426","79.80","4,216",
"2387","精元","833","11","43,316","52.00","51.90","3,199","52.00","1,548",
"2388","威盛","1,200","9","53,397","44.50","44.45","4,136","44.50","660",
"2390","云辰","5,178","30","108,738","21.00","21.00","13,697","21.05","34,999",
"2392","正崴","2,667","21","104,013","39.00","39.00","5,338","39.10","175",
"2393","億光","700","12","28,870","41.25","41.15","3,448","41.25","599",
"2395","研華","84","8","27,257","324.50","324.50","4,181","325.00","1,505",
"2397","友通","60","2","3,600","60.00","60.00","2,096","--","0",
"2399","映泰","602","13","13,089","21.75","21.70","3,101","21.75","2,966",
"2401","凌陽","3,802","36","98,647","25.95","25.95","4,178","26.00","702",
"2402","毅嘉","1,876","20","29,447","15.70","15.70","1,967","17.00","904",
"2404","漢唐","2,196","43","490,800","223.50","223.50","5,593","225.00","2,120",
"2405","浩鑫","302","8","3,667","12.15","12.10","3,722","12.15","662",
"2406","國碩","3,203","28","55,883","17.45","17.45","4,985","--","0",
"2408","南亞科","2,568","31","188,744","73.50","73.50","15,299","73.80","1,052",
"2409","友達","17,845","135","390,765","21.90","21.85","36,881","21.90","4,244",
"2412","中華電","6,408","77","724,104","113.00","112.50","54,260","113.00","31,601",
"2413","環科","4","1","81","20.40","20.30","2,443","20.40","489",
"2414","精技","0","0","0","--","27.65","4,435","27.80","412",
"2415","錩新","318","3","10,335","32.50","32.50","1,629","32.55","1,282",
"2417","圓剛","1,794","16","83,145","46.35","46.35","12,886","--","0",
"2419","仲琦","1,184","5","23,323","19.70","19.70","3,320","19.75","1,544",
"2420","新巨","16","5","576","36.00","36.00","3,841","36.30","964",
"2421","建準","795","11","36,289","45.65","45.65","5,069","--","0",
"2423","固緯","0","0","0","--","23.45","2,553","23.50","1,847",
"2424","隴華","387","3","9,209","23.80","23.80","2,731","23.90","1,227",
"2425","承啟","0","0","0","--","30.30","3,310","30.40","585",
"2426","鼎元","941","7","20,794","22.10","22.05","4,496","22.10","641",
"2427","三商電","118","5","1,308","11.10","11.00","2,942","11.10","1,811",
"2428","興勤","828","8","136,620","165.00","154.00","1,838","165.00","979",
"2429","銘旺科","5","1","81","16.30","16.30","495","16.70","1,142",
"2430","燦坤","1,388","12","41,356","29.80","29.80","7,769","--","0",
"2431","聯昌","945","6","11,289","11.95","11.90","2,920","11.95","744",
"2433","互盛電","68","3","3,536","52.00","52.00","3,830","54.20","152",
"2434","統懋","1,297","8","50,451","38.90","38.90","654","39.10","2,541",
"2436","偉詮電","1,873","30","105,252","56.20","56.10","5,697","56.20","939",
"2438","翔耀","443","2","4,873","11.00","11.00","2,245","11.15","272",
"2439","美律","245","8","25,480","104.00","103.50","5,857","104.00","1,024",
"2440","太空梭","2","1","33","16.80","16.80","1,569","16.95","1,282",
"2441","超豐","591","11","38,351","64.90","64.90","5,045","65.00","1,291",
"2442","新美齊","101","2","1,014","10.05","10.00","3,420","10.05","507",
"2443","億麗","203","5","537","2.66","2.66","1,197","2.90","1,998",
"2444","兆勁","579","5","7,236","12.50","12.50","2,863","--","0",
"2449","京元電子","3,787","26","160,371","42.35","42.35","9,634","42.65","1,103",
"2450","神腦","400","3","12,519","31.30","31.30","2,867","32.70","573",
"2451","創見","826","11","57,820","70.00","69.60","2,038","70.00","78",
"2453","凌群","100","2","2,414","24.15","24.15","1,487","24.30","677",
"2454","聯發科","7,221","221","6,491,679","899.00","899.00","19,971","900.00","6,808",
"2455","全新","478","10","45,740","95.70","95.70","4,704","96.90","126",
"2456","奇力新","1,603","15","147,476","92.00","92.00","8,045","92.20","1,087",
"2457","飛宏","2,541","27","71,650","28.20","28.20","2,837","28.30","1,317",
"2458","義隆","1,939","36","372,288","192.00","192.00","2,898","192.50","3,096",
"2459","敦吉","1","1","53","53.00","53.00","3,297","53.20","1",
"2460","建通","557","16","16,033","28.80","28.75","2,275","28.80","964",
"2461","光群雷","300","4","5,863","19.55","19.50","5,787","19.55","3,972",
"2462","良得電","12","4","324","27.00","26.90","2,582","27.00","3,088",
"2464","盟立","52","2","2,167","41.70","41.70","5,021","41.95","11",
"2465","麗臺","1,317","17","55,314","42.00","42.00","2,628","42.10","1,114",
"2466","冠西電","317","1","10,128","31.95","31.95","2,181","32.40","1,022",
"2467","志聖","1,119","15","56,947","50.90","50.60","3,883","50.90","36",
"2468","華經","79","2","1,070","13.55","13.55","2,534","13.60","1,864",
"2471","資通","0","0","0","--","26.00","3,739","--","0",
"2472","立隆電","81","2","4,867","60.10","59.60","4,914","60.10","2,216",
"2474","可成","2,078","31","371,962","179.00","178.50","5,468","179.00","2,568",
"2476","鉅祥","211","3","6,498","30.80","30.80","4,454","31.00","1,971",
"2477","美隆電","0","0","0","--","34.95","1,949","35.00","622",
"2478","大毅","1,749","15","114,904","65.70","65.70","2,900","66.40","3",
"2480","敦陽科","98","4","6,740","68.80","68.80","5,285","69.10","1,233",
"2481","強茂","1,979","13","87,666","44.30","44.20","7,275","44.30","2,190",
"2482","連宇","2","2","22","11.55","11.55","2,960","--","0",
"2483","百容","7","1","136","19.50","19.40","1,699","19.50","1,391",
"2484","希華","550","8","13,911","25.30","25.30","3,325","25.35","554",
"2485","兆赫","100","7","2,037","20.40","20.25","3,987","20.40","1,304",
"2486","一詮","950","4","24,175","25.45","25.45","4,626","25.55","1,825",
"2488","漢平","70","3","2,030","29.00","28.95","1,652","29.00","1,717",
"2489","瑞軒","2,476","23","39,857","16.10","16.10","5,020","16.20","1,698",
"2491","吉祥全","988","5","20,944","21.20","21.20","3,495","21.55","999",
"2492","華新科","2,812","39","551,152","196.00","196.00","5,759","197.00","1,199",
"2493","揚博","700","7","26,318","37.60","37.05","1,768","37.60","450",
"2495","普安","2,090","13","48,070","23.00","23.00","821","23.05","2,495",
"2496","卓越","42","3","2,398","57.10","57.10","559","57.60","622",
"2497","怡利電","0","0","0","--","28.30","1,499","28.35","381",
"2498","宏達電","1,582","24","55,203","34.90","34.80","5,779","34.90","1,492",
"2501","國建","959","8","18,649","19.45","19.45","6,592","19.55","1,452",
"2504","國產","3,490","22","80,437","23.05","23.05","5,440","23.10","1,914",
"2505","國揚","2,450","15","76,557","31.25","31.25","6,545","31.35","1,492",
"2506","太設","1,604","12","15,954","9.95","9.94","1,835","9.95","3,113",
"2509","全坤建","1,033","24","19,627","19.00","19.00","11,270","19.10","1,968",
"2511","太子","1,673","12","19,822","11.85","11.80","6,453","11.85","2,692",
"2514","龍邦","1,175","7","20,032","17.05","17.05","2,293","17.15","272",
"2515","中工","2,636","22","23,477","8.91","8.91","5,743","8.92","1,536",
"2516","新建","168","10","922","5.51","5.51","3,038","5.57","1,204",
"2520","冠德","2,560","20","94,840","37.05","37.05","5,408","37.15","801",
"2524","京城","269","4","9,440","35.10","35.10","2,404","35.25","1,639",
"2527","宏璟","299","4","6,845","22.90","22.90","3,152","23.10","579",
"2528","皇普","0","0","0","--","21.35","2,997","21.40","1,451",
"2530","華建","730","6","9,779","13.40","13.35","1,999","13.40","1,521",
"2534","宏盛","3,953","27","77,471","19.60","19.60","7,827","19.65","3,375",
"2535","達欣工","1,290","13","42,050","32.60","32.60","6,112","32.70","1,743",
"2536","宏普","267","6","5,790","21.70","21.45","2,977","21.70","408",
"2537","聯上發","1","1","8","8.60","8.60","4,874","8.97","115",
"2538","基泰","237","4","2,344","9.90","9.90","4,816","9.97","1,011",
"2539","櫻花建","227","2","7,014","30.90","30.90","3,819","31.10","1,448",
"2540","愛山林","0","0","0","--","70.30","580","70.40","1,822",
"2542","興富發","6,348","48","271,681","42.80","42.75","8,575","42.80","2,832",
"2543","皇昌","5","1","41","8.20","8.20","1,994","8.24","2,483",
"2545","皇翔","450","5","18,134","40.30","40.25","3,437","40.30","514",
"2546","根基","46","3","2,112","45.95","45.95","2,791","48.30","142",
"2547","日勝生","348","5","3,791","10.90","10.90","6,815","10.95","414",
"2548","華固","1,462","13","135,966","93.00","93.00","2,568","96.00","76",
"2597","潤弘","0","0","0","--","142.00","3,048","146.00","1,019",
"2601","益航","9,444","48","114,726","12.15","12.15","13,741","12.20","1,324",
"2603","長榮","79,551","658","5,576,361","70.10","70.10","65,548","70.20","13,972",
"2605","新興","6,236","51","145,284","23.30","23.30","2,973","23.35","1,394",
"2606","裕民","4,932","42","234,264","47.50","47.50","2,012","47.95","1,882",
"2607","榮運","5,367","25","101,157","18.85","18.85","5,294","19.10","689",
"2608","嘉里大榮","1,909","13","85,520","44.80","44.80","4,121","44.85","2,133",
"2609","陽明","78,476","548","5,791,395","73.80","73.70","42,600","73.80","43,225",
"2610","華航","14,466","107","217,686","15.05","15.05","28,667","15.10","11,695",
"2611","志信","1,355","14","18,970","14.00","13.95","3,415","14.00","1,360",
"2612","中航","2,173","17","83,658","38.50","38.50","1,908","38.70","3,940",
"2613","中櫃","1,313","13","28,226","21.50","21.50","1,176","21.60","1,088",
"2614","東森","4,735","33","79,301","16.75","16.65","9,076","16.75","4,149",
"2615","萬海","9,010","86","734,301","81.50","81.50","6,069","81.60","3,209",
"2616","山隆","764","14","26,694","34.95","34.95","5,294","36.80","20",
"2617","台航","503","6","18,108","36.00","34.00","2,765","36.00","1,851",
"2618","長榮航","8,588","62","125,789","14.65","14.60","32,744","14.65","5,015",
"2630","亞航","103","2","1,601","15.55","15.55","2,325","15.60","823",
"2633","台灣高鐵","3,973","32","114,805","28.90","28.90","11,086","30.60","4,483",
"2634","漢翔","759","7","20,339","26.80","26.80","4,907","28.30","100",
"2636","台驊投控","1,050","20","73,383","69.90","68.50","4,698","69.90","901",
"2637","慧洋-KY","10,328","70","614,503","59.50","59.40","6,611","59.50","1,918",
"2642","宅配通","712","11","26,378","37.05","37.05","8,336","37.25","1,183",
"2701","萬企","508","5","5,916","11.65","11.60","5,677","11.65","2,340",
"2702","華園","196","2","3,596","18.35","18.10","1,502","18.35","97",
"2704","國賓","5","2","142","28.50","28.40","1,589","28.50","2,873",
"2705","六福","998","11","15,863","15.90","15.90","4,259","15.95","969",
"2706","第一店","0","0","0","--","13.70","4,969","--","0",
"2707","晶華","914","13","122,017","133.50","133.50","3,521","134.00","1,043",
"2712","遠雄來","0","0","0","--","31.60","1,499","32.05","983",
"2722","夏都","80","2","2,135","26.70","26.70","1,737","26.75","1,258",
"2723","美食-KY","500","5","79,000","158.00","150.50","2,107","158.00","881",
"2727","王品","2,467","57","305,908","124.00","124.00","5,961","125.00","180",
"2731","雄獅","40","3","3,035","75.90","75.00","3,650","75.90","512",
"2739","寒舍","0","0","0","--","24.75","1,403","--","0",
"2748","雲品","0","0","0","--","39.00","3,848","39.30","1,327",
"2801","彰銀","8,757","67","146,658","16.75","16.75","10,629","16.90","1,875",
"2809","京城銀","1,376","16","54,414","39.55","39.55","5,223","39.65","2,073",
"2812","台中銀","10,831","80","123,977","11.45","11.45","14,242","11.50","9,963",
"2816","旺旺保","1,515","6","30,601","20.20","20.20","3,577","20.40","1,641",
"2820","華票","2,516","24","39,744","15.80","15.75","1,249","15.80","1,291",
"2823","中壽","8,628","52","204,031","23.65","23.65","10,340","23.70","4,076",
"2832","台產","513","5","10,926","21.30","21.30","3,193","21.50","312",
"2834","臺企銀","16,785","107","161,587","9.63","9.63","23,577","9.64","4,956",
"2836","高雄銀","2,363","13","25,160","10.65","10.65","6,233","10.70","5,005",
"2836A","高雄銀甲特","0","0","0","--","22.70","100","25.00","1,998",
"2838","聯邦銀","1,788","10","20,738","11.60","11.60","5,465","11.65","4,205",
"2838A","聯邦銀甲特","18","1","946","52.60","52.20","7,965","52.60","2,564",
"2841","台開","486","11","3,034","6.25","6.25","6,512","--","0",
"2845","遠東銀","2,781","20","29,472","10.60","10.60","7,085","10.70","713",
"2849","安泰銀","100","3","1,463","14.65","14.20","2,487","14.65","2,315",
"2850","新產","76","2","2,989","39.35","39.30","3,133","39.35","3,244",
"2851","中再保","400","3","10,160","25.40","25.40","3,516","25.45","177",
"2852","第一保","100","5","1,313","13.15","13.05","2,595","13.15","69",
"2855","統一證","5,520","35","143,520","26.00","26.00","3,140","26.10","2,224",
"2867","三商壽","797","6","7,178","9.01","9.01","11,629","9.03","1,613",
"2880","華南金","20,215","139","364,833","18.05","18.05","33,086","18.10","1,255",
"2881","富邦金","20,949","172","1,458,000","69.60","69.50","11,348","69.60","8,246",
"2881A","富邦特","321","6","19,803","61.70","61.70","1,596","61.80","1,690",
"2881B","富邦金乙特","40","1","2,464","61.60","61.40","4,096","61.60","3,803",
"2882","國泰金","24,182","174","1,245,338","51.50","51.50","26,700","51.60","3,905",
"2882A","國泰特","461","2","28,443","61.70","61.40","2,158","61.70","2,514",
"2882B","國泰金乙特","86","2","5,314","61.80","61.80","4,755","62.00","2,890",
"2883","開發金","34,218","186","413,971","12.10","12.10","45,887","12.15","11,908",
"2884","玉山金","34,086","250","872,508","25.60","25.60","75,921","25.65","2,493",
"2885","元大金","32,226","151","784,643","24.35","24.35","45,325","24.40","1,954",
"2886","兆豐金","11,627","121","369,106","31.75","31.75","39,797","31.80","2,812",
"2887","台新金","22,327","145","316,993","14.20","14.20","35,537","14.25","11,602",
"2887E","台新戊特","309","1","16,098","52.10","52.10","8,682","52.50","5,569",
"2887F","台新戊特二","0","0","0","--","51.20","3,148","51.40","4,267",
"2888","新光金","15,268","101","141,644","9.28","9.28","13,978","9.29","4,372",
"2888A","新光金甲特","105","3","4,446","42.35","42.35","1,332","42.80","1,224",
"2888B","新光金乙特","750","3","30,936","41.25","41.15","2,977","41.25","3,559",
"2889","國票金","9,256","70","155,473","16.80","16.80","19,227","16.90","1,392",
"2890","永豐金","22,398","120","291,174","13.00","12.95","5,602","13.00","8,832",
"2891","中信金","15,586","132","343,626","22.05","22.00","31,623","22.05","11,115",
"2891B","中信金乙特","15","1","948","63.20","62.70","3,196","63.20","2,271",
"2891C","中信金丙特","221","3","13,414","60.70","60.70","1,940","61.00","2,394",
"2892","第一金","18,164","170","394,999","21.75","21.70","51,201","21.75","5,739",
"2897","王道銀行","1,181","6","8,181","6.93","6.90","4,978","6.93","2,778",
"2897A","王道銀甲特","0","0","0","--","10.05","1,759","10.15","999",
"2901","欣欣","359","9","10,606","29.55","29.00","999","29.55","392",
"2903","遠百","960","9","21,260","22.15","22.10","5,696","22.15","1,890",
"2904","匯僑","559","10","16,211","29.00","29.00","1,818","29.05","1,526",
"2905","三商","1,432","15","29,209","20.40","20.40","5,686","20.45","2,271",
"2906","高林","180","1","2,520","14.00","14.00","2,555","14.10","1,450",
"2908","特力","156","3","3,868","24.80","24.80","1,399","24.90","1,273",
"2910","統領","0","0","0","--","30.50","999","31.40","685",
"2911","麗嬰房","156","4","1,174","7.54","7.54","3,626","--","0",
"2912","統一超","2,964","76","804,707","271.50","271.00","6,145","271.50","4,392",
"2913","農林","4,777","23","89,322","18.70","18.70","4,341","18.75","2,767",
"2915","潤泰全","2,623","24","217,176","82.80","82.70","5,570","82.80","2,402",
"2923","鼎固-KY","443","14","12,711","28.70","28.70","3,291","30.45","390",
"2929","淘帝-KY","741","6","9,000","12.15","--","0","12.15","3,836",
"2936","客思達-KY","10","1","217","21.75","21.75","1,035","21.95","693",
"2939","凱羿-KY","0","0","0","--","33.40","773","--","0",
"3002","歐格","300","2","3,570","11.90","11.90","1,399","12.05","461",
"3003","健和興","700","11","43,678","62.40","62.40","2,085","63.20","101",
"3004","豐達科","0","0","0","--","49.10","2,250","49.15","120",
"3005","神基","77","4","3,865","50.20","50.20","4,436","50.50","180",
"3006","晶豪科","2,520","39","273,413","108.50","108.50","10,149","109.00","579",
"3008","大立光","2,202","207","6,319,740","2,870.00","2,865.00","9,325","2,870.00","1,298",
"3010","華立","351","9","26,285","74.90","74.90","1,653","75.00","1,603",
"3011","今皓","0","0","0","--","7.22","3,589","7.23","42",
"3013","晟銘電","0","0","0","--","13.20","3,892","--","0",
"3014","聯陽","1,172","21","118,372","101.00","101.00","5,072","102.00","1,421",
"3015","全漢","192","2","8,102","42.20","42.10","6,550","42.20","1,776",
"3016","嘉晶","1,333","17","80,909","60.70","60.70","4,018","61.40","1,270",
"3017","奇鋐","1,133","16","67,980","60.00","60.00","2,399","60.30","550",
"3018","同開","302","3","5,072","16.80","16.80","2,902","17.70","140",
"3019","亞光","901","26","66,034","73.30","73.20","4,596","73.30","1,010",
"3021","鴻名","0","0","0","--","19.40","2,304","21.00","10",
"3022","威強電","647","6","30,923","47.80","47.80","6,336","47.90","615",
"3023","信邦","1,631","35","393,880","241.50","241.50","4,714","244.00","1,259",
"3024","憶聲","478","10","5,900","12.35","12.35","3,388","12.40","1,982",
"3025","星通","100","2","2,400","24.00","23.90","1,499","24.00","315",
"3026","禾伸堂","949","22","115,778","122.00","122.00","4,898","128.00","1,340",
"3027","盛達","263","7","5,401","20.55","20.55","3,255","20.70","517",
"3028","增你強","658","4","17,896","27.20","27.20","3,810","28.00","235",
"3029","零壹","87","3","3,870","44.50","44.50","8,603","44.70","1,899",
"3030","德律","248","3","14,011","56.50","56.50","4,467","58.90","3,033",
"3031","佰鴻","632","7","10,363","16.40","16.40","3,722","16.55","731",
"3032","偉訓","22","3","866","39.45","39.40","2,949","39.45","146",
"3033","威健","2,163","20","46,171","21.35","21.35","8,110","21.55","1,800",
"3034","聯詠","4,110","114","1,981,020","482.00","482.00","11,485","483.00","3,091",
"3035","智原","1,082","24","62,314","57.60","57.60","6,445","57.70","2,100",
"3036","文曄","2,513","19","125,896","50.10","50.10","4,496","50.30","1,454",
"3036A","文曄甲特","96","1","4,531","47.20","47.20","2,304","47.80","999",
"3037","欣興","2,498","30","237,310","95.00","95.00","4,538","95.10","2,528",
"3038","全台","412","5","7,804","18.95","18.95","2,516","--","0",
"3040","遠見","606","6","28,662","47.30","47.30","3,100","47.75","638",
"3041","揚智","1,588","13","36,359","22.90","22.90","8,504","23.10","7",
"3042","晶技","631","12","59,057","93.60","93.50","5,265","93.60","754",
"3043","科風","1,513","7","6,094","4.03","4.03","3,615","4.28","1,099",
"3044","健鼎","386","6","48,250","125.00","125.00","2,579","127.50","810",
"3045","台灣大","3,063","48","305,370","99.70","99.60","9,836","99.70","3,954",
"3046","建碁","894","5","19,352","21.65","21.55","1,878","21.65","969",
"3047","訊舟","585","4","6,023","10.30","10.30","5,281","10.40","105",
"3048","益登","927","10","29,937","32.30","32.25","6,473","32.30","126",
"3049","和鑫","2,528","17","28,938","11.45","11.45","5,412","11.50","1,578",
"3050","鈺德","104","3","1,444","13.90","13.80","2,851","13.90","1,029",
"3051","力特","2,399","9","17,964","7.49","7.48","2,369","7.49","337",
"3052","夆典","294","7","3,421","11.65","11.65","3,110","11.70","1,289",
"3054","立萬利","0","0","0","--","19.80","1,408","19.95","1,552",
"3055","蔚華科","2,594","50","75,078","28.95","28.90","9,792","28.95","234",
"3056","總太","51","2","1,922","37.70","37.70","7,883","41.30","173",
"3057","喬鼎","1,930","14","28,753","14.90","14.80","2,265","14.90","259",
"3058","立德","116","6","1,614","13.95","13.90","2,740","13.95","936",
"3059","華晶科","1,806","16","54,899","30.40","30.40","7,607","30.45","213",
"3060","銘異","1,203","11","31,335","26.05","26.00","700","26.05","552",
"3062","建漢","391","13","6,256","16.00","16.00","2,697","16.10","800",
"3090","日電貿","600","6","31,200","52.00","51.90","5,802","52.00","347",
"3092","鴻碩","1,097","9","65,820","60.00","60.00","3,459","60.60","584",
"3094","聯傑","200","5","5,928","29.65","29.65","1,537","29.75","3",
"3130","一零四","90","4","14,940","166.00","166.00","807","169.00","900",
"3138","耀登","1,567","33","255,421","163.00","163.00","647","--","0",
"3149","正達","1,030","8","31,001","30.10","30.10","3,625","30.45","801",
"3164","景岳","761","12","19,666","25.85","25.85","427","26.15","139",
"3167","大量","100","1","6,120","61.20","60.80","2,488","61.20","2,626",
"3189","景碩","531","4","47,524","89.50","89.50","4,304","90.10","97",
"3209","全科","957","5","26,554","27.75","27.70","4,277","27.75","617",
"3229","晟鈦","0","0","0","--","6.20","100","--","0",
"3231","緯創","7,295","65","216,272","29.65","29.65","32,943","29.70","5,432",
"3257","虹冠電","769","15","54,284","70.60","70.60","3,932","71.30","212",
"3266","昇陽","260","2","3,249","12.50","12.50","1,859","12.55","158",
"3296","勝德","0","0","0","--","19.90","1,503","20.25","279",
"3305","昇貿","774","3","29,024","37.50","37.45","4,560","37.50","174",
"3308","聯德","60","1","504","8.41","8.26","2,272","8.41","560",
"3311","閎暉","225","4","7,389","32.85","32.75","4,267","32.85","373",
"3312","弘憶股","291","6","5,411","18.60","18.60","1,790","18.70","1,597",
"3321","同泰","488","4","5,780","11.85","11.80","2,755","11.85","233",
"3338","泰碩","10","3","477","47.90","46.25","1,778","47.90","382",
"3346","麗清","472","4","19,846","42.05","42.05","3,279","43.45","167",
"3356","奇偶","132","3","3,542","26.85","26.85","3,376","29.00","479",
"3376","新日興","120","3","12,240","102.00","102.00","4,306","103.00","3,057",
"3380","明泰","173","9","4,530","26.20","26.20","4,081","26.40","903",
"3383","新世紀","1","1","4","4.60","4.60","649","5.16","1,998",
"3406","玉晶光","496","19","205,588","414.50","413.50","7,347","414.50","752",
"3413","京鼎","778","21","158,712","204.00","203.00","2,128","204.00","1,563",
"3416","融程電","105","2","7,549","71.90","71.40","3,814","71.90","791",
"3419","譁裕","521","4","8,933","17.15","17.15","1,992","18.85","160",
"3432","台端","0","0","0","--","12.80","2,151","12.90","689",
"3437","榮創","198","6","5,254","26.55","26.50","1,649","26.55","1,733",
"3443","創意","459","18","151,470","330.00","329.50","2,508","330.00","1,033",
"3450","聯鈞","730","11","38,466","52.70","52.60","3,787","52.70","1,431",
"3454","晶睿","192","2","14,016","73.00","73.00","2,872","73.40","423",
"3481","群創","25,551","170","536,571","21.00","20.95","62,195","21.00","6,650",
"3494","誠研","52","2","219","4.22","4.22","548","4.24","213",
"3501","維熹","40","2","1,927","48.20","48.20","3,108","51.20","40",
"3504","揚明光","12","3","811","67.70","67.40","2,447","67.70","2,456",
"3515","華擎","909","15","139,529","153.50","153.00","3,373","153.50","991",
"3518","柏騰","1","1","25","25.35","25.35","3,575","25.80","585",
"3528","安馳","80","1","3,672","45.90","45.75","2,311","45.90","2,765",
"3530","晶相光","351","4","34,082","97.10","97.10","4,154","--","0",
"3532","台勝科","798","11","119,700","150.00","149.00","2,506","150.00","1,511",
"3533","嘉澤","444","12","227,772","513.00","513.00","2,425","--","0",
"3535","晶彩科","4","4","64","16.60","16.55","1,816","16.60","1,050",
"3536","誠創","100","2","805","8.06","--","0","8.06","1,747",
